100001,E,228
100001,F,342
100002,E,228
100002,F,342
100003,E,297
100004,E,228
100005,E,228
100005,F,342
100007,E,228
100007,F,342
100008,E,228
100008,F,342
100009,E,297
100010,E,228
100010,F,342
100011,E,228
100011,F,342
100012,E,297
100013,E,228
100014,E,429
100014,F,640
100015,E,429
100015,F,640
100016,E,429
100016,F,640
100017,E,429
100017,F,640
100019,E,429
100019,F,640
100021,E,429
100021,F,640
100022,E,366
100022,F,553
100023,E,366
100023,F,553
100024,E,366
100024,F,553
100025,E,366
100025,F,553
100026,E,366
100026,F,553
100027,E,366
100027,F,553
100028,E,366
100028,F,553
100029,E,366
100029,F,553
100030,E,366
100030,F,553
100031,E,363
100031,F,545
100033,E,363
100033,F,545
100035,E,363
100035,F,545
100036,E,363
100036,F,545
100037,E,363
100037,F,545
100038,E,363
100038,F,545
100039,E,363
100039,F,545
100040,E,363
100040,F,545
100041,E,250
100041,F,288
100042,E,225
100042,F,288
100043,E,250
100043,F,288
100044,E,250
100044,F,288
100045,E,250
100045,F,288
100046,E,250
100046,F,288
100047,E,250
100048,E,250
100048,F,288
100049,E,250
100049,F,288
100050,E,250
100050,F,288
100051,E,250
100052,E,250
100052,F,288
100053,E,250
100053,F,288
100054,E,250
100054,F,288
100055,E,250
100056,E,250
100056,F,288
100057,E,250
100057,F,288
100058,E,250
100058,F,288
100059,E,322
100059,F,480
100062,E,322
100062,F,480
100063,E,322
100064,E,322
100064,F,480
100065,E,322
100065,F,480
100067,E,322
100067,F,480
100069,E,322
100069,F,480
100070,E,336
100070,F,501
100071,E,336
100071,F,501
100072,E,336
100072,F,501
100073,E,336
100073,F,501
100074,E,336
100074,F,501
100075,E,336
100075,F,501
100077,E,336
100077,F,501
100078,E,366
100078,F,553
100079,E,366
100079,F,553
100080,E,366
100080,F,553
100082,E,366
100082,F,553
100083,E,366
100083,F,553
100084,E,366
100084,F,553
100085,E,366
100085,F,553
100087,E,366
100087,F,553
100089,E,366
100089,F,553
100090,E,366
100090,F,553
100091,E,366
100091,F,553
100092,E,366
100092,F,553
100093,E,579
100093,F,866
100094,E,542
100094,F,866
100095,E,579
100095,F,866
100096,E,579
100096,F,866
100097,E,579
100097,F,866
100099,E,542
100099,F,866
100100,E,436
100100,F,650
100103,E,414
100103,F,650
100104,E,436
100104,F,650
100105,E,414
100105,F,650
100107,E,414
100107,F,650
100108,E,436
100108,F,650
100111,E,436
100111,F,650
100113,E,436
100113,F,650
100114,E,414
100114,F,650
100115,E,436
100115,F,650
100118,E,414
100118,F,650
100119,E,436
100119,F,650
100120,E,436
100120,F,650
100121,E,414
100121,F,650
100122,E,436
100122,F,650
100123,E,414
100123,F,650
100124,E,436
100124,F,650
100126,E,371
100126,F,551
100127,E,414
100127,F,551
100128,E,371
100128,F,551
100129,E,371
100129,F,551
100130,E,414
100130,F,551
100131,E,414
100131,F,551
100132,E,414
100132,F,551
100133,E,371
100133,F,551
100134,E,371
100134,F,551
100136,E,414
100136,F,551
100137,E,371
100137,F,551
100138,E,371
100138,F,551
100139,E,414
100139,F,551
100141,E,414
100141,F,551
100142,E,429
100142,F,652
100143,E,429
100143,F,652
100144,E,145
100147,E,429
100147,F,652
100148,E,429
100148,F,652
100149,E,429
100149,F,652
100150,E,429
100150,F,652
100151,E,429
100151,F,652
100152,E,429
100152,F,652
100153,E,429
100153,F,652
100155,E,429
100155,F,652
100156,E,429
100156,F,652
100157,E,429
100157,F,652
100159,E,436
100159,F,650
100160,E,436
100160,F,650
100161,E,436
100161,F,650
100162,E,436
100162,F,650
100163,E,366
100163,F,553
100164,E,366
100164,F,553
100165,E,366
100165,F,553
100166,E,366
100166,F,553
100167,E,366
100167,F,553
100168,E,366
100168,F,553
100169,E,366
100169,F,553
100170,E,436
100170,F,650
100171,E,436
100171,F,650
100172,E,436
100172,F,650
100173,E,436
100173,F,650
100174,E,436
100174,F,650
100175,E,436
100175,F,650
100176,E,436
100176,F,650
100178,E,436
100178,F,650
100179,E,436
100179,F,650
100181,E,436
100181,F,650
100182,E,317
100182,F,471
100183,E,316
100184,E,317
100184,F,471
100185,E,316
100186,E,316
100187,E,317
100187,F,471
100188,E,316
100189,E,317
100189,F,471
100190,E,316
100191,E,429
100191,F,652
100192,E,429
100192,F,652
100193,B,515
100193,E,429
100193,F,652
100196,E,429
100196,F,652
100197,B,515
100197,E,429
100197,F,652
100200,B,449
100200,E,429
100200,F,652
100206,E,592
100206,F,883
100209,E,632
100209,F,947
100210,E,632
100210,F,947
100211,E,632
100211,F,947
100214,E,632
100214,F,947
100215,E,632
100215,F,947
100216,E,632
100216,F,947
100218,E,429
100218,F,652
100220,E,429
100220,F,652
100221,E,429
100221,F,652
100223,E,429
100223,F,652
100224,E,429
100224,F,652
100225,E,429
100225,F,652
100226,E,429
100226,F,652
100227,E,429
100227,F,652
100228,E,429
100228,F,652
100230,E,402
100230,F,600
100231,E,402
100231,F,600
100232,E,402
100232,F,600
100233,E,402
100233,F,600
100234,E,402
100234,F,600
100235,E,310
100235,F,460
100236,E,310
100236,F,460
100237,E,310
100237,F,460
100238,E,310
100238,F,460
100240,E,310
100240,F,460
100242,E,310
100242,F,460
100243,E,310
100243,F,460
100244,E,310
100244,F,460
100246,E,310
100246,F,460
100247,E,310
100247,F,460
100248,E,310
100248,F,460
100249,E,310
100249,F,460
100250,E,310
100250,F,460
100251,E,298
100251,F,444
100252,E,332
100252,F,444
100253,E,298
100253,F,444
100254,E,298
100254,F,444
100255,E,298
100255,F,444
100256,E,332
100256,F,444
100257,E,298
100257,F,444
100258,E,298
100258,F,444
100259,E,298
100259,F,444
100260,E,332
100260,F,444
100261,E,298
100261,F,444
100262,E,388
100262,F,579
100263,E,388
100263,F,579
100264,E,414
100264,F,579
100265,E,388
100265,F,579
100266,E,388
100266,F,579
100267,E,388
100267,F,579
100268,E,388
100268,F,579
100269,E,414
100269,F,579
100270,E,388
100270,F,579
100273,E,388
100273,F,579
100274,E,414
100274,F,579
100275,E,388
100275,F,579
100276,E,414
100276,F,579
100278,E,388
100278,F,579
100280,E,377
100281,E,377
100281,F,563
100282,E,377
100282,F,563
100283,E,377
100284,E,377
100284,F,563
100285,E,377
100286,E,441
100286,F,659
100287,E,441
100287,F,659
100288,E,468
100288,F,659
100289,E,441
100289,F,659
100290,E,468
100290,F,659
100292,E,441
100292,F,659
100293,E,468
100293,F,659
100294,E,468
100294,F,659
100295,E,632
100295,F,947
100296,E,435
100296,F,648
100297,E,435
100297,F,648
100298,E,414
100298,F,648
100299,E,435
100299,F,648
100300,E,435
100300,F,648
100301,E,435
100301,F,648
100302,E,414
100302,F,648
100303,E,435
100303,F,648
100304,E,435
100304,F,648
100306,E,435
100306,F,648
100307,E,414
100307,F,648
100308,E,435
100308,F,648
100309,E,435
100309,F,648
100311,E,414
100311,F,648
100312,E,435
100312,F,648
100313,E,435
100313,F,648
100314,E,435
100314,F,648
100315,E,435
100315,F,648
100316,E,414
100316,F,648
100318,E,404
100318,F,606
100319,E,378
100319,F,579
100320,E,404
100320,F,606
100321,E,404
100321,F,606
100322,E,404
100322,F,606
100323,E,378
100323,F,579
100324,E,404
100324,F,606
100325,E,404
100325,F,606
100326,E,404
100326,F,606
100328,E,378
100328,F,579
100329,E,404
100329,F,606
100330,E,404
100330,F,606
100331,E,378
100331,F,579
100332,E,404
100332,F,606
100334,E,568
100334,F,849
100335,E,568
100335,F,849
100336,E,568
100336,F,849
100338,E,568
100338,F,849
100339,E,568
100339,F,849
100341,E,568
100341,F,849
100342,E,357
100342,F,540
100343,E,357
100343,F,540
100344,E,357
100344,F,540
100345,E,357
100345,F,540
100346,E,357
100346,F,540
100347,E,357
100347,F,540
100348,E,357
100348,F,540
100350,E,357
100350,F,540
100351,E,357
100351,F,540
100352,E,632
100352,F,948
100353,E,632
100353,F,948
100356,E,712
100356,F,1066
100357,E,712
100357,F,1066
100358,E,712
100358,F,1066
100360,E,706
100360,F,1056
100363,E,706
100363,F,1056
100364,E,706
100364,F,1056
100365,E,706
100365,F,1056
100368,E,596
100368,F,890
100369,E,596
100369,F,890
100372,E,596
100372,F,890
100375,E,596
100375,F,890
100378,E,596
100378,F,890
100380,E,326
100380,F,488
100381,E,326
100381,F,488
100382,E,326
100382,F,488
100383,E,326
100383,F,488
100384,E,326
100384,F,488
100385,E,326
100385,F,488
100386,E,326
100386,F,488
100387,E,326
100387,F,488
100388,E,326
100388,F,488
100389,E,326
100389,F,488
100390,E,317
100390,F,471
100392,E,310
100392,F,460
100393,E,317
100393,F,471
100394,E,317
100394,F,471
100395,E,317
100395,F,471
100396,E,310
100396,F,460
100397,E,317
100397,F,471
100398,E,310
100398,F,460
100399,E,317
100399,F,471
100401,E,317
100401,F,471
100402,E,317
100402,F,471
100403,E,310
100403,F,460
100404,E,317
100404,F,471
100412,E,228
100413,E,297
100417,E,228
100417,F,342
100418,E,297
100419,E,228
100419,F,342
100420,E,228
100420,F,342
100421,E,228
100421,F,342
100422,E,297
100423,E,228
100425,E,468
100425,F,736
100426,E,468
100426,F,736
100427,E,468
100427,F,736
100428,E,414
100428,F,550
100429,E,414
100429,F,550
100430,E,414
100430,F,550
100431,E,349
100431,F,459
100433,E,349
100433,F,459
100434,E,349
100434,F,459
100435,E,323
100436,E,253
100436,F,380
100437,E,323
100438,E,253
100438,F,380
100439,E,253
100439,F,380
100440,E,253
100440,F,380
100441,E,253
100441,F,380
100442,E,323
100443,E,253
100443,F,380
100444,E,323
100444,F,471
100446,E,323
100447,E,323
100448,E,297
100450,E,300
100451,E,300
100452,E,300
100453,E,297
100454,E,300
100455,E,297
100456,E,300
100456,F,448
100457,E,300
100457,F,448
100458,E,414
100458,F,660
100459,E,414
100459,F,660
100460,E,414
100460,F,660
100461,E,542
100461,F,814
100463,E,542
100463,F,814
100467,E,414
100467,F,650
100468,E,414
100468,F,650
100469,E,436
100469,F,650
100470,E,414
100470,F,650
100471,E,414
100471,F,650
100472,E,436
100472,F,650
100473,E,414
100473,F,650
100474,E,414
100474,F,650
100475,E,436
100475,F,650
100476,E,414
100476,F,650
100477,E,436
100477,F,650
100479,E,349
100479,F,479
100480,E,349
100480,F,479
100481,E,349
100481,F,479
100482,E,349
100482,F,479
100483,E,349
100483,F,479
100485,E,349
100485,F,479
100486,E,349
100486,F,479
100487,E,349
100487,F,479
100488,E,468
100488,F,736
100489,E,468
